Text,Back Extra,Word,TranslationJa,Audio,Image
"観客, 聴衆<br>She lectures to {{c1::audiences}} all over the world.","audience<br>観客, 聴衆<br>[sound:ukaudac005.mp3]<br><img src=""audience.jpg"">",audience,"観客, 聴衆",ukaudac005.mp3,audience.jpg
"会計検査，(会社などの)監査.<br>As a senior citizen, he is allowed to {{c1::audit}} university classes.","audit<br>会計検査，(会社などの)監査.<br>[sound:ukaudac007.mp3]<br><img src=""audit.jpg"">",audit,会計検査，(会社などの)監査.,ukaudac007.mp3,audit.jpg
"支配力, 権力<br>a health {{c1::authority}}","authority<br>支配力, 権力<br>[sound:ukauror027.mp3]<br><img src=""authority.jpg"">",authority,"支配力, 権力",ukauror027.mp3,authority.jpg
"～を許可する, 承認する<br>Who {{c1::authorized}} this expenditure?","authorize<br>～を許可する, 承認する<br>[sound:ukauror029.mp3]<br><img src=""authorize.jpg"">",authorize,"～を許可する, 承認する",ukauror029.mp3,authorize.jpg
"利用できること,&nbsp;（ホテルなどの）予約状況<br>The ready {{c1::availability}} of guns has contributed to the escalating violence.","availability<br>利用できること,&nbsp;（ホテルなどの）予約状況<br>[sound:ukauton013.mp3]<br><img src=""paste-ad1ded131e4c135d55158ae416e531ab80fcdc71.jpg"">",availability,"利用できること,&nbsp;（ホテルなどの）予約状況",ukauton013.mp3,paste-ad1ded131e4c135d55158ae416e531ab80fcdc71.jpg
"利用可能な, 入手できる, 空いている<br>This information is {{c1::available}} free on the internet.","available<br>利用可能な, 入手できる, 空いている<br>[sound:ukauton014.mp3]<br><img src=""available.jpg"">",available,"利用可能な, 入手できる, 空いている",ukauton014.mp3,available.jpg
"～を避ける , よける<br>Try to {{c1::avoid}} the city centre.","avoid<br>～を避ける , よける<br>[sound:ukaviat009.mp3]<br><img src=""avoid.jpg"">",avoid,"～を避ける , よける",ukaviat009.mp3,avoid.jpg
"認識, 自覚<br>Environmental {{c1::awareness}} is increasing all the time.","awareness<br>認識, 自覚<br>[sound:ukaviat026.mp3]<br><img src=""awareness.jpg"">",awareness,"認識, 自覚",ukaviat026.mp3,awareness.jpg
"やっかいな, 扱いにくい<br>an {{c1::awkward}} question","awkward<br>やっかいな, 扱いにくい<br>[sound:ukawein010.mp3]<br><img src=""awkward.jpg"">",awkward,"やっかいな, 扱いにくい",ukawein010.mp3,awkward.jpg
"経歴, 素性<br>He was from a poor {{c1::background}}.","background<br>経歴, 素性<br>[sound:ukbackc011.mp3]<br><img src=""background.jpg"">",background,"経歴, 素性",ukbackc011.mp3,background.jpg
"リュックサック, バックパック<br>It's a frame {{c1::backpack}} with a belt and padded shoulder straps.","backpack<br>リュックサック, バックパック<br>[sound:ukbackc021.mp3]<br><img src=""backpack.jpg"">",backpack,"リュックサック, バックパック",ukbackc021.mp3,backpack.jpg
(空港の)手荷物受取所.<br>{{c1::baggage}} reclaim area,"baggage claim<br>(空港の)手荷物受取所.<br>[sound:cbeduk00531.mp3]<br><img src=""baggage-claim.jpg"">",baggage claim,(空港の)手荷物受取所.,cbeduk00531.mp3,baggage-claim.jpg
"（重さの）均衡, バランス<br>I lost my {{c1::balance}} and fell off the bike.","balance<br>（重さの）均衡, バランス<br>[sound:ukbalal002.mp3]<br><img src=""balance.jpg"">",balance,"（重さの）均衡, バランス",ukbalal002.mp3,balance.jpg
銀行<br>I need to go to the {{c1::bank}} on my way home.,"bank<br>銀行<br>[sound:ukbands018.mp3]<br><img src=""bank.jpg"">",bank,銀行,ukbands018.mp3,bank.jpg
破産した<br>He went {{c1::bankrupt}} after only a year in business.,"bankrupt<br>破産した<br>[sound:ukbands025.mp3]<br><img src=""bankrupt.jpg"">",bankrupt,破産した,ukbands025.mp3,bankrupt.jpg
"バーゲン, 安売り, 特売品<br>At $8.95, it’s a {{c1::bargain}}.","bargain<br>バーゲン, 安売り, 特売品<br>[sound:ukbareb007.mp3]<br><img src=""bargain.jpg"">",bargain,"バーゲン, 安売り, 特売品",ukbareb007.mp3,bargain.jpg
"基本的な<br>These are {{c1::basic}} needs, such as food and water.","basic<br>基本的な<br>[sound:ukbashf003.mp3]<br><img src=""basic.jpg"">",basic,基本的な,ukbashf003.mp3,basic.jpg
"ふるまう, 行動する<br>He {{c1::behaved}} very badly.","behave<br>ふるまう, 行動する<br>[sound:ukbegui006.mp3]<br><img src=""behave.jpg"">",behave,"ふるまう, 行動する",ukbegui006.mp3,behave.jpg
"（自分の）持ち物, 所持品<br>I took a few personal {{c1::belongings}} with me.","belongings<br>（自分の）持ち物, 所持品<br>[sound:ukbelly003.mp3]<br><img src=""belongings.jpg"">",belongings,"（自分の）持ち物, 所持品",ukbelly003.mp3,belongings.jpg
"有益な, 役立つ<br>Exercise is {{c1::beneficial}} to almost everyone.","beneficial<br>有益な, 役立つ<br>[sound:ukbelly026.mp3]<br><img src=""beneficial.jpg"">",beneficial,"有益な, 役立つ",ukbelly026.mp3,beneficial.jpg
"利益, 恩恵<br>I've had the {{c1::benefit}} of a happy childhood.","benefit<br>利益, 恩恵<br>[sound:ukbelly028.mp3]<br><img src=""benefit.jpg"">",benefit,"利益, 恩恵",ukbelly028.mp3,benefit.jpg
"飲み物，飲料 《特に水・薬以外のもの》.<br>Hot {{c1::beverages}} include tea, coffee, and hot chocolate.","beverage<br>飲み物，飲料 《特に水・薬以外のもの》.<br>[sound:ukbetid017.mp3]<br><img src=""beverage.jpg"">",beverage,飲み物，飲料 《特に水・薬以外のもの》.,ukbetid017.mp3,beverage.jpg
"（よいことをしようとする）試み, 企て, 努力<br>a successful {{c1::bid}} for funding","bid<br>（よいことをしようとする）試み, 企て, 努力<br>[sound:ukbfpo_023.mp3]<br><img src=""bid.jpg"">",bid,"（よいことをしようとする）試み, 企て, 努力",ukbfpo_023.mp3,bid.jpg
請求書<br>Have you paid the electricity {{c1::bill}}?,"bill<br>請求書<br>[sound:ukbilio002.mp3]<br><img src=""bill.jpg"">",bill,請求書,ukbilio002.mp3,bill.jpg
（紙などをとじる）バインダー<br>a leather/plastic {{c1::binder}},"binder<br>（紙などをとじる）バインダー<br>[sound:ukbilio024.mp3]<br><img src=""binder.jpg"">",binder,（紙などをとじる）バインダー,ukbilio024.mp3,binder.jpg
毛布<br>a {{c1::blanket}} of snow,"blanket<br>毛布<br>[sound:ukblank001.mp3]<br><img src=""blanket.jpg"">",blanket,毛布,ukblank001.mp3,blanket.jpg
街区（1つの通りから次の通りまでの距離）<br>They only live two {{c1::blocks}} away from school.,"block<br>街区（1つの通りから次の通りまでの距離）<br>[sound:ukbliss017.mp3]<br><img src=""block.jpg"">",block,街区（1つの通りから次の通りまでの距離）,ukbliss017.mp3,block.jpg
"（教室の）黒板, ホワイトボード<br>The teacher wrote her name on the {{c1::board}}.","board<br>（教室の）黒板, ホワイトボード<br>[sound:ukblunt021.mp3]<br><img src=""board.jpg"">",board,"（教室の）黒板, ホワイトボード",ukblunt021.mp3,board.jpg
重役会議室.<br>The chairman stepped down after a bitter {{c1::boardroom}} battle.,"boardroom<br>重役会議室.<br>[sound:ukblunt024.mp3]<br><img src=""boardroom.jpg"">",boardroom,重役会議室.,ukblunt024.mp3,boardroom.jpg
"自慢する, 誇る<br>I wish she would stop {{c1::boasting}} about her new car.","boast<br>自慢する, 誇る<br>[sound:ukblunt027.mp3]<br><img src=""boast.jpg"">",boast,"自慢する, 誇る",ukblunt027.mp3,boast.jpg
"本, （印刷・電子の）書籍<br>I've just read a really good {{c1::book}}.","book<br>本, （印刷・電子の）書籍<br>[sound:ukbonfi028.mp3]<br><img src=""book.jpg"">",book,"本, （印刷・電子の）書籍",ukbonfi028.mp3,book.jpg
"～を増やす, 促進する<br>We hope that lower prices will {{c1::boost}} house sales.","boost<br>～を増やす, 促進する<br>[sound:ukboomi007.mp3]<br><img src=""boost.jpg"">",boost,"～を増やす, 促進する",ukboomi007.mp3,boost.jpg
"退屈した, 飽き飽きした<br>I’m {{c1::bored}} with doing homework.","bored<br>退屈した, 飽き飽きした<br>[sound:ukblunt021.mp3]<br><img src=""bored.jpg"">",bored,"退屈した, 飽き飽きした",ukblunt021.mp3,bored.jpg
（物）を借りる<br>Can I {{c1::borrow}} a pen please?,"borrow<br>（物）を借りる<br>[sound:ukborin004.mp3]<br><img src=""borrow.jpg"">",borrow,（物）を借りる,ukborin004.mp3,borrow.jpg
"～の邪魔をする, ～に迷惑をかける<br>Don't {{c1::bother}} your father when he’s working.","bother<br>～の邪魔をする, ～に迷惑をかける<br>[sound:ukborin028.mp3]<br><img src=""bother.jpg"">",bother,"～の邪魔をする, ～に迷惑をかける",ukborin028.mp3,bother.jpg
最低値.<br>How will the rise in interest rates affector {{c1::bottomline}}?,"bottom line<br>最低値.<br>[sound:ukcld00117.mp3]<br><img src=""bottom-line.jpg"">",bottom line,最低値.,ukcld00117.mp3,bottom-line.jpg
（木の）枝<br>a bank with {{c1::branches}} all over the country,"branch<br>（木の）枝<br>[sound:ukbrain009.mp3]<br><img src=""branch.jpg"">",branch,（木の）枝,ukbrain009.mp3,branch.jpg
（商品の）ブランド<br>Which {{c1::brand}} of toothpaste do you use?,"brand<br>（商品の）ブランド<br>[sound:ukbrain010.mp3]<br><img src=""brand.jpg"">",brand,（商品の）ブランド,ukbrain010.mp3,brand.jpg
"ブリーフケース, 書類かばん<br>He watched Kiki set the {{c1::briefcase}} down and open it.","briefcase<br>ブリーフケース, 書類かばん<br>[sound:ukbrew_026.mp3]<br><img src=""briefcase.jpg"">",briefcase,"ブリーフケース, 書類かばん",ukbrew_026.mp3,briefcase.jpg
簡潔な報告[発表].<br>They received (a) thorough {{c1::briefing}} before they left the country.,"briefing<br>簡潔な報告[発表].<br>[sound:ukbrew_027.mp3]<br><img src=""paste-252140a4d708ac1db2d00300417d1b627ddcc62b.png"">",briefing,簡潔な報告[発表].,ukbrew_027.mp3,paste-252140a4d708ac1db2d00300417d1b627ddcc62b.png
"（テレビやラジオの）番組, 放送<br>a news {{c1::broadcast}}","broadcast<br>（テレビやラジオの）番組, 放送<br>[sound:ukbrit_012.mp3]<br><img src=""paste"">",broadcast,"（テレビやラジオの）番組, 放送",ukbrit_012.mp3,paste
"（範囲が）拡大する, ～を拡大する<br>We need to {{c1::broaden}} the range of services that we offer.","broaden<br>（範囲が）拡大する, ～を拡大する<br>[sound:ukbrit_016.mp3]<br><img src=""broaden.jpg"">",broaden,"（範囲が）拡大する, ～を拡大する",ukbrit_016.mp3,broaden.jpg
"（インターネットの）ブラウザ, 閲覧ソフト<br>a Web {{c1::browser}}","browser<br>（インターネットの）ブラウザ, 閲覧ソフト<br>[sound:ukbroug012.mp3]<br><img src=""browser.jpg"">",browser,"（インターネットの）ブラウザ, 閲覧ソフト",ukbroug012.mp3,browser.jpg
"ヘアブラシ, 絵筆, （掃除用の）モップ<br>a stiff wire {{c1::brush}}","brush<br>ヘアブラシ, 絵筆, （掃除用の）モップ<br>[sound:ukbroug025.mp3]<br><img src=""brush.jpg"">",brush,"ヘアブラシ, 絵筆, （掃除用の）モップ",ukbroug025.mp3,brush.jpg
予算（案）<br>The firm has drawn up a {{c1::budget}} for the coming financial year.,"budget<br>予算（案）<br>[sound:ukbuddh007.mp3]<br><img src=""budget.jpg"">",budget,予算（案）,ukbuddh007.mp3,budget.jpg
公報; 報告，告示.<br>an hourly news {{c1::bulletin}},"bulletin<br>公報; 報告，告示.<br>[sound:ukbulbo016.mp3]<br><img src=""paste-70330f9f4650693baa8ba0084abe420d7d089b80.png"">",bulletin,公報; 報告，告示.,ukbulbo016.mp3,paste-70330f9f4650693baa8ba0084abe420d7d089b80.png
カフェテリア（セルフサービスの食堂）<br>a school {{c1::cafeteria}},"cafeteria<br>カフェテリア（セルフサービスの食堂）<br>[sound:ukcad__016.mp3]<br><img src=""cafeteria.jpg"">",cafeteria,カフェテリア（セルフサービスの食堂）,ukcad__016.mp3,cafeteria.jpg
～を計算する<br>I’m trying to {{c1::calculate}} the cost of the trip.,"calculate<br>～を計算する<br>[sound:ukcajun012.mp3]<br><img src=""calculate.jpg"">",calculate,～を計算する,ukcajun012.mp3,calculate.jpg
計算<br>The {{c1::calculations}} that you did/made contained a few inaccuracies.,"calculation<br>計算<br>[sound:ukcajun015.mp3]<br><img src=""calculation.jpg"">",calculation,計算,ukcajun015.mp3,calculation.jpg
計算機<br>a pocket {{c1::calculator}},"calculator<br>計算機<br>[sound:ukcajun016.mp3]<br><img src=""calculator.jpg"">",calculator,計算機,ukcajun016.mp3,calculator.jpg
（政治的、社会的な）運動<br>an election {{c1::campaign}},"campaign<br>（政治的、社会的な）運動<br>[sound:ukcambo019.mp3]<br><img src=""campaign.jpg"">",campaign,（政治的、社会的な）運動,ukcambo019.mp3,campaign.jpg
（約束、行事など）を中止する<br>The meeting has been {{c1::cancelled}}.,"cancel<br>（約束、行事など）を中止する<br>[sound:ukcamsh011.mp3]<br><img src=""paste-d151123934247a8f4e99463f2bfa1f6f73e0e090.jpg"">",cancel,（約束、行事など）を中止する,ukcamsh011.mp3,paste-d151123934247a8f4e99463f2bfa1f6f73e0e090.jpg
"中止, キャンセル<br>Many trains are subject to {{c1::cancellation}} because of the flooding.","cancellation<br>中止, キャンセル<br>[sound:ukcamsh012.mp3]<br><img src=""paste-dbd8f335874e48a773b8d3af69450185a27d6028.png"">",cancellation,"中止, キャンセル",ukcamsh012.mp3,paste-dbd8f335874e48a773b8d3af69450185a27d6028.png
立候補<br>She is expected to announce officially her {{c1::candidacy}} for president early next week.,"candidacy<br>立候補<br>[sound:ukcamsh021.mp3]<br><img src=""candidacy.jpg"">",candidacy,立候補,ukcamsh021.mp3,candidacy.jpg
立候補者<br>a presidential {{c1::candidate}},"candidate<br>立候補者<br>[sound:ukcamsh022.mp3]<br><img src=""candidate.jpg"">",candidate,立候補者,ukcamsh022.mp3,candidate.jpg
"（建物の）定員, （ものの）容積<br>The restaurant has a {{c1::capacity}} of about 200.","capacity<br>（建物の）定員, （ものの）容積<br>[sound:ukcant_021.mp3]<br><img src=""capacity.jpg"">",capacity,"（建物の）定員, （ものの）容積",ukcant_021.mp3,capacity.jpg
首都<br>Paris is the {{c1::capital}} of France.,"capital<br>首都<br>[sound:ukcant_027.mp3]<br><img src=""51JBVNTS6FL.jpg"">",capital,首都,ukcant_027.mp3,51JBVNTS6FL.jpg
職歴<br>a successful {{c1::career}} in marketing,"career<br>職歴<br>[sound:ukcardi012.mp3]<br><img src=""paste-b5db142b8cbc7e1417023ef134786d35829a47ae.jpg"">",career,職歴,ukcardi012.mp3,paste-b5db142b8cbc7e1417023ef134786d35829a47ae.jpg
不注意な<br>He was fined £250 for {{c1::careless}} driving.,"careless<br>不注意な<br>[sound:ukcardi020.mp3]<br><img src=""careless.jpg"">",careless,不注意な,ukcardi020.mp3,careless.jpg
現金<br>I’m paying her $50 in {{c1::cash}}.,"cash<br>現金<br>[sound:ukbysta022.mp3]<br><img src=""cash.jpg"">",cash,現金,ukbysta022.mp3,cash.jpg
"（店の）レジ係り, （銀行の）出納係り<br>Police have released a CCTV picture of a man who robbed a supermarket {{c1::cashier}}.","cashier<br>（店の）レジ係り, （銀行の）出納係り<br>[sound:ukcartr014.mp3]<br><img src=""cashier.jpg"">",cashier,"（店の）レジ係り, （銀行の）出納係り",ukcartr014.mp3,cashier.jpg
～の原因となる<br>What {{c1::caused}} the fire?,"cause<br>～の原因となる<br>[sound:ukcatsu018.mp3]<br><img src=""cause.jpg"">",cause,～の原因となる,ukcatsu018.mp3,cause.jpg
慎重な<br>a {{c1::cautious}} driver,"cautious<br>慎重な<br>[sound:ukcatsu026.mp3]<br><img src=""cautious.jpg"">",cautious,慎重な,ukcatsu026.mp3,cautious.jpg
～を祝う<br>We went out to {{c1::celebrate}} Richard’s birthday.,"celebrate<br>～を祝う<br>[sound:ukceleb001.mp3]<br><img src=""celebrate.jpg"">",celebrate,～を祝う,ukceleb001.mp3,celebrate.jpg
"お祝い, 祝賀会<br>You passed your test? Let’s have a {{c1::celebration}}.","celebration<br>お祝い, 祝賀会<br>[sound:ukceleb003.mp3]<br><img src=""celebration.jpg"">",celebration,"お祝い, 祝賀会",ukceleb003.mp3,celebration.jpg
携帯電話<br>I was talking on my {{c1::cell phone}}.,"cell phone<br>携帯電話<br>[sound:ukcld01794.mp3]<br><img src=""cell-phone.jpg"">",cell phone,携帯電話,ukcld01794.mp3,cell-phone.jpg
